1473572101738,09/11/2016 05:35:01,2
1473572121738.0,09/11/2016 05:35:21,1
1473572141738.0,09/11/2016 05:35:41,0
1473572161738.0,09/11/2016 05:36:01,4
1473572181738.0,09/11/2016 05:36:21,3
1473572201738.0,09/11/2016 05:36:41,0
1473572221738.0,09/11/2016 05:37:01,0
1473572241738.0,09/11/2016 05:37:21,0
1473572261738.0,09/11/2016 05:37:41,0
1473572281738.0,09/11/2016 05:38:01,0
1473572301738.0,09/11/2016 05:38:21,0
1473572321738.0,09/11/2016 05:38:41,3
1473572341738.0,09/11/2016 05:39:01,1
1473572361738.0,09/11/2016 05:39:21,0
1473572381738.0,09/11/2016 05:39:41,1
1473572401738.0,09/11/2016 05:40:01,1
1473572421738.0,09/11/2016 05:40:21,2
1473572441738.0,09/11/2016 05:40:41,4
1473572461738.0,09/11/2016 05:41:01,1
1473572481738.0,09/11/2016 05:41:21,0
1473572501738.0,09/11/2016 05:41:41,2
1473572521738.0,09/11/2016 05:42:01,1
1473572541738.0,09/11/2016 05:42:21,2
1473572561738.0,09/11/2016 05:42:41,1
1473572581738.0,09/11/2016 05:43:01,2
1473572601738.0,09/11/2016 05:43:21,3
1473572621738.0,09/11/2016 05:43:41,0
1473572641738.0,09/11/2016 05:44:01,1
1473572661738.0,09/11/2016 05:44:21,2
1473572681738.0,09/11/2016 05:44:41,0
1473572701738.0,09/11/2016 05:45:01,2
1473572721738.0,09/11/2016 05:45:21,3
1473572741738.0,09/11/2016 05:45:41,1
1473572761738.0,09/11/2016 05:46:01,0
1473572781738.0,09/11/2016 05:46:21,2
1473572801738.0,09/11/2016 05:46:41,2
1473572821738.0,09/11/2016 05:47:01,0
1473572841738.0,09/11/2016 05:47:21,2
1473572861738.0,09/11/2016 05:47:41,2
1473572881738.0,09/11/2016 05:48:01,2
1473572901738.0,09/11/2016 05:48:21,2
1473572921738.0,09/11/2016 05:48:41,1
1473572941738.0,09/11/2016 05:49:01,1
1473572961738.0,09/11/2016 05:49:21,1
1473572981738.0,09/11/2016 05:49:41,2
1473573001738.0,09/11/2016 05:50:01,1
1473573021738.0,09/11/2016 05:50:21,0
1473573041738.0,09/11/2016 05:50:41,2
1473573061738.0,09/11/2016 05:51:01,1
1473573081738.0,09/11/2016 05:51:21,1
1473573101738.0,09/11/2016 05:51:41,2
1473573121738.0,09/11/2016 05:52:01,2
1473573141738.0,09/11/2016 05:52:21,0
1473573161738.0,09/11/2016 05:52:41,0
1473573181738.0,09/11/2016 05:53:01,0
1473573201738.0,09/11/2016 05:53:21,1
1473573221738.0,09/11/2016 05:53:41,2
1473573241738.0,09/11/2016 05:54:01,0
1473573261738.0,09/11/2016 05:54:21,1
1473573281738.0,09/11/2016 05:54:41,4
1473573301738.0,09/11/2016 05:55:01,3
1473573321738.0,09/11/2016 05:55:21,2
1473573341738.0,09/11/2016 05:55:41,1
1473573361738.0,09/11/2016 05:56:01,3
1473573381738.0,09/11/2016 05:56:21,0
1473573401738.0,09/11/2016 05:56:41,1
1473573421738.0,09/11/2016 05:57:01,0
1473573441738.0,09/11/2016 05:57:21,0
1473573461738.0,09/11/2016 05:57:41,1
1473573481738.0,09/11/2016 05:58:01,0
1473573501738.0,09/11/2016 05:58:21,1
1473573521738.0,09/11/2016 05:58:41,2
1473573541738.0,09/11/2016 05:59:01,2
1473573561738.0,09/11/2016 05:59:21,2
1473573581738.0,09/11/2016 05:59:41,1
1473573601738.0,09/11/2016 06:00:01,2
